,sentence,sentiment
2282,"sử dụng dụng cụ dạy học có chất lượng tốt , ví dụ như máy nghe tiếng anh chất lượng tốt .",0
2283,cô tạo mọi điều kiện thuận lợi nhất cho sinh viên học tập .,1
2284,"không gian học thoải mái , giảng viên không tạo áp lực cho sinh viên .",1
2285,"nhiệt tình , giải bài tập nhiều .",1
2286,cô dạy rất hay !,1
2287,giảng viên nên nói rõ ràng cho sinh viên nghe được và hiểu .,0
2288,"tài liệu môn học cần trình bày rõ ràng , đầy đủ hơn vì nhiều chỗ trình bày rất khó hiểu .",0
2289,"đồng thời , giảng viên rất tích cực , năng nổ trong việc giảng dạy , cung cấp cho sinh viên nhiều kiến thức bổ ích và cũng luôn vui vẻ , hoà đồng nhằm khiến sinh viên cảm thấy thoải mái khi đến lớp .",1
2290,nên tóm gọn lại nội dung slide .,0
2291,"vui vẻ , biết lắng nghe ý kiến của sinh viên .",1
2292,"dạy rất từ từ , chi tiết , cho nhiều bài tập .",1
2293,trường ta cần những giáo viên nhiệt huyết và tài năng như vầy .,1
2294,"giảng viên nhiệt tình , dạy đúng giờ .",1
2295,chúng em không theo kịp !,0
2296,dạy hay và muốn học thêm nữa ở môn khác .,1
2297,"dễ tính , thoải mái , không gây áp lực , tạo động lực phát biểu .",1
2298,"giảng viên nhiệt tình , phương pháp giảng dạy hiệu quả .",1
2299,"thầy giảng hơi khó hiểu , lên lớp hơi muộn , chưa đúng giờ .",0
2300,giáo trình môn học quá mơ hồ nghèo nàn nên giảng viên cũng không biết nên dạy theo thế nào .,0
2301,"giảng rất hay , giảng nội dung quan trọng không lan man .",1
2302,nội dung truyền đạt để sinh viên thực hành chưa thực sự tốt .,0
2303,thầy giảng bài rất hay và nhiệt tình .,1
2304,"thầy rất nhiệt tình , dù lớp có vắng hay đông đủ .",1
2305,"nhiệt tình , vui vẻ hòa đồng với sinh viên .",1
2306,nhưng trong khi đó tụi em không hiểu một chút gì về môn học mà giảng viên đang giảng dạy thì chép vào để làm gì .,0
2307,cô cho bài tập thực hành tại chỗ .,1
2308,có nhiều trang thiết bị giảng dạy hơn .,0
2309,"cần xem xét lại khi đặt ra những yêu cầu về chấm chéo đồ án các nhóm cũng như trong lớp doubledot quá nhiều yêu cầu , nhiều việc phải làm trong thời gian ngắn dẫn đến sự chuẩn bị không tốt từ các nhóm , vdotv .",0
2310,chỉ điểm danh 3 buổi cuối rồi lấy điểm quá trình .,0
2311,giảng hơi khó hiểu tý .,0
2312,môn thực hành này chưa có tài liệu hướng dẫn .,0
2313,hướng dẫn và đánh giá đúng kết quả học tập .,1
2314,nhiệt tình !,1
2315,"giảng viên có kỹ năng tốt , truyền đạt dễ hiểu , dễ áp dụng .",1
2316,thầy điểm danh nhiều quá ạ colonsad .,0
2317,cần thêm phần ngôn ngữ sql kết hợp với ngôn ngữ lập trình c để có thể lập trình được cho một cơ sở dữ liệu .,0
2318,hiểu rõ khả năng từng sinh viên .,1
2319,không nên nói là sinh viên phải nghiên cứu vấn đề này nhưng doubledot giảng viên phải cho mỗi chương khoảng 30 bài và có đáp án .,0
2320,cô đưa ra nhiều hướng giải quyết khi sinh viên gặp vấn đề với đồ án !,1
2321,giảng viên truyền đạt tốt .,1
2322,slide bài giảng chất lượng kém .,0
2323,"cho nghỉ nhiều , học bù trùng lịch với môn khác .",0
2324,thầy chu đáo và tỉ mỉ .,1
2325,"làm sinh viên khó liên hệ giữa lý thuyết và thực hành , dẫn tới không hiểu mình đang được học gì !",0
2326,chất lượng đào tạo của môn học này đã tốt rồi .,1
2327,nên đưa những giảng viên có kinh nghiệm dạy thực hành .,0
2328,hơi khó nghe .,0
2329,hướng dẫn thực hành nhiệt tình .,1
2330,hay bỏ lớp hơn cả tiếng đồng hồ .,0
2331,"nhiệt tình , tận tình .",1
2332,thầy giảng dạy rất tận tâm .,1
2333,áp dụng nhiều kiến thức thực tế .,1
2334,sắp xếp lịch hợp lý hơn để không bị trùng lịch học của sinh viên .,0
2335,"thầy dạy hay , dễ hiểu !",1
2336,cô giảng bài và hướng dẫn làm bài nhiệt tình .,1
2337,thầy giảng rất dễ hiểu .,1
2338,"thầy giảng bài thú vị , dễ tiếp thu , dạy học vui tính và nhiệt tình .",1
2339,"bài thi chả liên quan , và thật sự cảm thấy kỹ năng nghe và nói mới là cần thiết nhất .",0
2340,"cô dễ thương , nhí nhảnh , truyền đạt dễ hiểu thấu hiểu tâm lý sinh viên colonsmile .",1
2341,thầy dạy rất hay cho em hiểu được nhiều điều dot kết thúc môn học em cảm thấy nó rất bổ ích cho chúng em .,1
2342,tương tác với sinh viên rất nhiều và giải đáp mọi thắc mắc dù về kỹ thuật lập trình hay liên quan đến máy tính .,1
2343,"bài tập về nhà của thầy rất nhiều , rất hay .",1
2344,giáo trình quá dài yêu cầu giảm bớt .,0
2345,"nên cho thêm nhiều dạng bài tập của những phần được học ở gần cuối kỳ như chuỗi , cấu trúc .",0
2346,thầy rất tận tâm trong công việc giảng dạy .,1
2347,"tuy nhiên nhà trường dường như chưa thật sự đầu tư vào mảng câu lạc bộ về ngôn ngữ , kỹ năng quan trọng vô cùng cần thiết hiện tại của sinh viên .",0
2348,thầy thực sự rất chuyên tâm trong giảng dạy và những bài giảng thực sự dễ hiểu .,1
2349,"phòng thực hành quá kém chất lượng , máy móc không đảm bảo .",0
2350,theo em giảng viên cần phân loại các dạng bài tập theo từng buổi học để sinh viên dễ tiếp thu hơn chứ không nên một lần tung ra quá nhiều bài tập trên moodle mà không hướng dẫn làm cho sinh viên cảm thấy nặng nề .,0
2351,"kiến thức nhiều , dạy tốt .",1
2352,wifi các phòng thực hành thường rất yếu .,0
2353,cô rất nhiệt tình trong việc truyền đạt kiến thức cũng như sẵn sàng trả lời mọi thắc mắc của sinh viên .,1
2354,"cô rất tận tâm , nhiệt tình và có trách nhiệm cao .",1
2355,"giảng dạy dễ hiểu , ngắn gọn , không cầu kỳ .",1
2356,chữ thầy hơi khó nhìn .,0
2357,trong quá trình dạy thầy có liên hệ thực tế nhiều .,1
2358,"nếu như một người không xem bài "" kỹ "" trước ở nhà .",1
2359,"cô tận tình giảng dạy , thân thiện .",1
2360,"bài tập hợp lý sát bài học , dễ hiểu .",1
2361,thầy chuẩn bị tài liệu thực hành cho sinh viên tốt .,1
2362,nếu có thêm nhiều ví dụ trong slide cho bọn em dễ ôn bài hơn là tự tìm kiếm lúc quên .,0
2363,khả năng truyền đạt của giảng viên còn gây khó khăn cho sinh viên .,0
2364,thầy này không có dạy lớp em .,1
2365,giảng viên rất hay nghỉ giờ mà không có thông báo trước cho sinh viên .,0
2366,"cách tổ chức thi giữa kỳ không hiệu quả , ảnh hưởng đến sự công bằng và kết quả học tập của sinh viên .",0
2367,nội dung giảng dạy quá nhiều so với thời lượng môn học .,0
2368,"cô giảng tận tình , dễ hiểu , thân thiện với học sinh colonsmilesmile .",1
2369,"thầy tận tình , nhiệt huyết .",1
2370,"giáo viên đến đúng giờ , dạy nhiệt tình và cho bài tập để làm .",1
2371,nhưng chưa đảm bảo giờ bài tập coloncontemn .,0
2372,thời gian thực hành ít .,0
2373,kiến thức giảng viên truyền đạt là vô cùng súc tích và dễ hiểu .,1
2374,em chưa được thầy dạy thực hành môn này .,0
2375,hài lòng về mọi mặt của giảng viên .,1
2376,"giáo viên dạy dễ hiểu và sinh động , không gây cảm giác nhàm chán .",1
2377,"thầy dạy nhiệt tình , giảng bài chi tiết .",1
2378,"cần có tài liệu bằng hình ảnh , video trực quan sinh động hơn , dễ nắm bắt bài học nhanh chóng hơn .",0
2379,một môn học trong cùng một giờ chỉ nên có một giảng viên đứng lớp để đảm bảo sự liên tục của bài học .,0
2380,nên trang bị rèm che cửa .,0
2381,"nghỉ nhiều , khả năng truyền đạt chưa cao , chưa thực sự làm môn học thu hút .",0
2382,kiến thức có ích cho công việc sau này .,1
2383,"có hoạt động outdoor , rèn luyện kỹ năng quay phim , dựng phim .",1
2384,sử dụng hệ thống nộp bài và chấm điểm bằng wecode và hackerrank chưa chính xác .,0
2385,tận tình trong việc giải đáp thắc mắc của sinh viên .,1
2386,"bài tập trên lớp làm quá nhanh , có thể không theo kịp .",0
2387,"thầy dạy rất nhiệt tình , không bao giờ về trc giờ ( thêm giờ nữa chứ ) cái diễn đàn của thầy rất hiệu quả , nói chung thầy tốt .",1
2388,mong thầy sẽ sửa bài tập về nhà nhiều hơn ( nếu có thời gian ) .,0
2389,cần giáo trình hay hơn .,0
2390,"giáo viên nhiệt tình giúp đỡ sinh viên , thân thiện .",1
2391,đến lớp hơi muộn do giao thông .,0
2392,"phần thi nghe , nhà trường nên trang bị hệ thống loa cho tốt , chứ máy cassette mấy bạn ngồi ở cuối lớp không nghe được gì cả quá nhỏ ồn .",0
2393,"thầy rất nhiệt tình truyền đạt kiến thức , và giải đáp mọi thắc mắc của sinh viên , cung cấp tài liệu lý thuyết đầy đủ và có chọn lọc .",1
2394,dù sao em cũng cám ơn thầy đã dẫn dắt bọn em ở học kỳ hai này ạ .,1
2395,"dạy đầy đủ kiến thức trên lớp , giảng sâu vào bài khiến sinh viên hiểu bài rõ ràng hơn .",1
2396,giảng viên truyền đạt hơi khó hiểu .,0
2397,cố gắng giảng lại đến khi sinh viên hiểu bài mới thôi .,1
2398,vui tính dạy cũng dễ hiểu .,1
2399,"cô hay cáu gắt , khó tính , cứ hay giận dỗi .",0
2400,kiến thức rất nhiều và trừu tượng giảng viên nên thêm những phương pháp giảng dạy mới cho giờ học hiệu quả hơn .,0
2401,phòng máy ngon hơn .,0
2402,giáo viên dạy nhiệt tình dễ hiểu .,1
2403,giao nhiều bài tập về nhà .,0
2404,giảng bài rất hay .,1
2405,phù hợp với thực tiễn .,1
2406,"thầy dạy nhiệt tình , giải đáp thắc mắc của học sinh một cách tận tình .",1
2407,thực hiện nhóm nhiều .,1
2408,nội dung giảng dạy còn quá chung chung .,0
2409,"dạy kỹ , sinh viên học cảm thấy dễ hiểu , vận dụng được nhiều kiến thức để học môn này .",1
2410,"thầy không dạy kỹ , bỏ sót một số phần và không sử dụng giờ lên lớp hiệu quả , học theo cdio nhưng không có khác biệt quá lớn với các lớp khác , thất vọng .",0
2411,"thực sự phải học toán suốt 3 năm cấp 3 và chưa kể năm 12 , và lên đại học phải học toán thì là 1 cảm xúc khó tả , vừa ngán và vừa nản .",0
2412,bản thân em chưa học qua môn tấn công mạng nên những kiến thức ở môn bảo mật internet còn khá mới với em .,0
2413,thầy chưa chuẩn bị bài kỹ khi lên lớp .,0
2414,phần sửa bài tập quá nhanh .,0
2415,"nhiệt tình , hiểu học sinh .",1
2416,báo cáo cuối kỳ thầy tập trung cả lớp trong một buổi .,1
2417,thầy có vẻ hơi có chịu .,1
2418,"dễ hiểu , chỉ bảo tận tình !",1
2419,thầy rất thương học sinh .,1
2420,giảng viên cần chú ý quan sát sinh viên hơn và hỏi xem sinh viên nào chưa hiểu .,0
2421,"cô dạy rất hay và very good , đặc biệt cô còn bổ sung nhiều kiến thức nâng cao hơn để sinh viên đươc học tốt hơn .",1
2422,nội dung thi cũng chỉ toàn lý thuyết .,0
2423,khiến sinh viên cảm thấy tiếp thu nhanh .,1
2424,"giảng viên rất nhiệt tình , giảng dạy khá kỹ càng .",1
2425,"nâng cao kiến thức cho sinh viên rất tốt , giảng dạy dễ hiểu .",1
2426,he's very funny .,1
2427,cần có giảng viên có đầy đủ kiến thức và kinh nghiệm giảng dạy về môn học này .,0
2428,chưa chuẩn bị bài giảng kỹ càng trước khi lên lớp .,0
2429,luôn có ví dụ minh họa thực tế .,1
2430,khổ lắm .,0
2431,"cô dạy nhiệt tình , dễ hiểu , quan tâm sinh viên .",1
2432,môn này chủ yếu là để làm nhóm .,1
2433,"thầy dạy dễ hiểu , sẵn sàng giúp đỡ sinh viên , tận tâm , nhiệt tình .",1
2434,"giáo viên nhiệt tình , đảm bảo giờ lên lớp , dạy kỹ .",1
2435,"thầy ít hướng dẫn các bài tập , cách vận dụng kiến thức cần thiết vào bài tập thực tế .",0
2436,cô rất dễ chịu colonsmile .,1
2437,nên có nhiều bài tập vận dụng về nhà cho sinh viên .,0
2438,nội dung môn học nên được cập nhật .,0
2439,chưa tận dụng hết thời gian môn học để truyền đạt cho sinh viên còn yếu .,0
2440,hợp tác .,1
2441,cô dạy khá dễ hiểu .,1
2442,"thực hành em không có học với giảng viên này , da có thể nhầm lẫn gì chăng .",0
2443,"cách dạy thực hành với những ứng dụng thực tế rất hay ( thực hành trên tín hiệu âm thanh ) , khiến cho học sinh có cảm giác muốn học , không giống như khi làm các bài tập gò bó , quy củ .",1
2444,"giảng viên hay thường xuyên quên up slide lên courses cho sinh viên , trong quá trình học sinh viên đã nhắc rất nhiều lần nhưng giảng viên quên up , đề nghị giảng viên xem xét lại vấn đề này .",0
2445,hay gây buồn ngủ .,0
2446,tốc độ giảng dạy phù hợp để sinh viên có đủ thời gian để tự thực hành kiến thức vừa học ngay tại lớp .,1
2447,"theo em , môn học cần có sự hệ thống lại , đặc biệt nêu rõ các mối quan hệ giữa các bài với nhau , giúp sinh viên vận dụng tốt hơn kiến thức của mình .",0
2448,cách truyền đạt kiến thức vẫn chưa tốt .,0
2449,"nên tổ chức các buổi dã ngoại để học các kỹ năng hoặc mời các doanh nghiệp về nói chuyện , truyền đạt kinh nghiệm .",0
2450,thầy rất vui tính .,1
2451,phòng thực hành có quá nhiều máy bị hỏng .,0
2452,"khả năng nghe , đọc hiểu được nâng cao .",1
2453,rất thích phương pháp giảng dạy của thầy .,1
2454,"thầy nghỉ không báo trước quá nhiều , số buổi lên lớp 50% .",0
2455,"thầy dạy thì nên dạy sớm để dễ học , dễ nhớ , ban đầu thầy ít dạy vào kiến thức chính , đến giai đoạn cuối của kỳ là khi bận rộn nhiều thì thấy mới bắt đầu dạy kiến thức .",0
2456,có tinh thần trách nhiệm cao .,1
2457,cách giảng dạy còn hơi khó hiểu .,0
2458,"chẳng hạn , sinh viên chuyên ngành mạng thì không nên quá đào sâu vào nội dung mà chỉ cần đưa ra những nội dung nền tảng , cần thiết nhất .",0
2459,ngôn ngữ thực hành nên trang bị trước cho sinh viên .,0
2460,"bài tập lớn mà thầy wzjwz74 đưa ra cũng khá là chung chung , không yêu cầu rõ ràng , cụ thể .",0
2461,đôi lúc không đi sâu vào vấn đề dạy .,0
2462,giáo trình phần căn bản về web lặp lại các môn khác nên học rất nhàm chán .,0
2463,ảnh hưởng đến việc thực hành .,0
2464,"giảng viên truyền đạt kiến thức tốt , có nhiều kinh nghiệm , phát âm tốt .",1
2465,"giáo viên lên lớp đều , giảng bài tích cực .",1
2466,có lúc nhiều vấn đề trong bài học giáo viên chưa giải đáp được .,0
2467,giáo viên dạy nhiệt tình và dễ hiểu .,1
2468,"cô dạy nhiệt tình , truyền đạt kiến thức tốt .",1
2469,nên cân bằng hai bên .,0
2470,giáo viên không đến lớp trong các buổi thực hành nhưng không báo trước .,0
2471,sự nhiệt tình của thầy cô .,1
2472,máy chiếu phòng wzjwz3 cần được sửa chữa hoặc thay mới để lớp có đủ điều kiện học .,0
2473,"thầy chuẩn bị tài liệu , slide khá ok , đủ để người xem hiểu được .",1
2474,"nên cho sinh viên hiểu rõ tổng quát của môn hoc ngay từ đầu học những gì , học để làm gì , và nó ứng dụng trong thực tế như thế nào ví dụ cụ thể .",0
2475,"thầy dạy hay , dễ hiểu và nhiệt tình .",1
2476,giáo viên cực kỳ nhiệt tình .,1
2477,cô rất tận tâm và quan tâm đến sinh viên .,1
2478,giáo viên tận tâm nhiệt tình .,1
2479,"thầy giảng hay , đưa ra ví dụ dễ hiểu .",1
2480,dạy muôn từ 15 - 20 phút so với giờ quy định dù lên lớp đúng giờ khiến cho việc sắp xếp những công việc sau giờ học của sinh viên gặp khó khăn .,0
2481,hỗ trợ sinh viên tối đa .,1
2482,bài tập đa dạng và phong phú .,1
2483,giảng viên nhiệt tình trong khi dạy .,1
2484,em không có ý kiến gì thêm .,1
2485,môn học khá khó .,0
2486,"thầy nhiệt tình trong quá trình giảng dạy , có thêm video cho học sinh về tự học thêm .",1
2487,"cô giải nhiều bài tập , dạy dễ hiểu .",1
2488,cô giúp cho tụi em xác định được mục tiêu và mong muốn đạt được khi học môn học này .,1
2489,"giảng viên tận tâm , nhiệt tình với học sinh .",1
2490,theo quan điểm của em về các môn học chuyên ngành của sinh viên thì nhà trường không nên bắt buộc sinh viên phải thi học kỳ để lấy điểm số .,0
2491,em cảm ơn .,1
2492,em cám ơn .,1
2493,"thầy nên chia nhóm theo ngành , để các bạn có thể trả lời những câu hỏi sâu về ngành mình đang thuyết trình , ngành mình đang học .",0
2494,"luôn dạy quá giờ ( khoảng 30 phút ) , ảnh hưởng đến giờ trưa của sinh viên và truyền đạt không được thu hút .",0
2495,giảng viên cần nhiệt tình hơn trong công tác giảng dạy .,0
2496,thầy dạy rất tận tâm và nhiệt tình !,1
2497,"nhiệt tình giúp đỡ , cho nhiều bài tập hữu ích và thực tiễn cao .",1
2498,giảng viên khó có thể truyền đạt hết kiến thức .,0
2499,"nội dung thầy giảng mang tính cập nhật , có nhiều nội dung hay .",1
2500,"tiết học rất thoải mái , dễ tiếp thu .",1
2501,gửi mail không trả lời .,0
2502,thầy cần hướng dẫn các bạn làm bài tập khi mới bắt đầu thực hành vì các phần mềm dùng thực hành có mới với các bạn sinh viên .,0
2503,"thầy dạy rất ổn , bổ sung vững kiến thức lý thuyết .",1
2504,"chất lượng giảng dạy tốt , em rất hài lòng với cách dạy của cô .",1
2505,giảng viên tích cực .,1
2506,"thầy vui tính , dạy hay , đầy đủ kiến thức để thi .",1
2507,thường xuyên hỗ trợ sinh viên qua diễn đàn .,1
2508,"slide khá nhiều chữ khiến sinh viên hơi buồn ngủ , ít hình ảnh , ví dụ minh họa .",0
2509,dạy và ôn tập tận tình .,1
2510,giáo trình môn học nên cập nhật thường xuyên .,0
2511,"tận tình , giảng dạy dễ hiểu , vui vẻ .",1
2512,thầy giảng rất tận tâm .,1
2513,"tận tình , cung cấp thông tin và giải đáp thắc mắc tốt .",1
2514,bù lại cách chấm điểm sẽ đặt nặng phần hiểu vấn đề hơn như thầy wzjwz119 đã từng trình bày .,0
2515,giáo viên nhiệt tình vui tính .,1
2516,cách truyền đạt qua lời nói khó hiểu .,0
2517,"phòng học được trang bị tốt hơn , đảm bảo tốt cho công tác giảng dạy .",1
2518,"chuyên môn sâu , nhiệt tình , hiệu quả trong giảng dạy , vui tính , dễ hiểu .",1
2519,"vui tính , dạy dễ hiểu .",1
2520,"giảng bài cụ thể , chi tiết .",1
2521,"hình thức 2 cần có sự phân bố thời gian gặp sinh viên hợp lý , không thể để cuối kỳ , gặp rồi cho đồ án liên tục , ảnh hưởng đến việc ôn tập cho kỳ thi cuối kỳ của sinh viên .",0
2522,cô dễ thương quá em nhìn cô nhiều hơn nhìn code cô viết colonsmallsmile !,0
2523,thầy dạy tốt nhưng cần giảng mẫu cho sinh viên nắm bắt trước khi giao bài tập về nhà .,1
2524,em biết là cô rất buồn vì chúng em không chú tâm tới môn học của cô .,0
2525,giảng viên dạy tốt .,1
2526,"kiến thức giảng hơi khó hiểu , nhưng giải bài tập hay hướng dẫn sinh viên làm bài thì dễ hiểu và còn tận tình chỉ bảo cho sinh viên những gì không biết , cô có thể nói lại , giảng lại một vấn đề vài lần nếu sinh viên vẫn chưa hiểu !",1
2527,dạy đúng theo giáo trình .,1
2528,"mong giảng viên chủ động trong việc truyền đạt kiến thức hơn , tránh trường hợp đợi hỏi mới trả lời , vì sinh viên làm sao biết cái mình cần hỏi đề hỏi khi lực học mới chỉ ở mức trung bình .",0
2529,cần giảng dạy kỹ phần trigger các từ cơ bản vì tìm kiếm trên mạng tương đối khó khăn dù chúng tương đương lập trình cơ bản .,0
2530,"thầy nhiệt tình , giảng kỹ , tận tâm với sinh viên .",1
2531,"giảng viên cần có kỹ năng sư phạm , truyền đạt nội dung môn học , thái độ nhiệt tình hơn .",0
2532,"sản phẩm mình làm ra , đem người khác báo cáo thì không được hợp lý .",0
2533,"thầy giảng hay , nhiệt tình .",1
2534,"giảng dạy dễ hiểu , nhiệt tình .",1
2535,"giảng viên tận tâm , nhiệt tình , phương pháp giảng dạy của giảng viên giúp hiểu được và vận dụng được kiến thức .",1
2536,"giảng viên giảng dạy nhiệt tình , bám sát chương trình .",1
2537,dạy ít về phần code .,0
2538,thầy không công bằng trong đánh giá .,0
2539,"giáo viên giảng dạy đầy đủ kiến thức , dễ tiếp thu , nhiệt tình giảng dạy .",1
2540,"thầy đi rất đúng giờ , giảng dạy rất nhiệt tình !",1
2541,mà hơn nữa ngủ ở lớp học còn rất dễ bị đau lưng .,0
2542,"thầy rất hay liên hệ nhưng thứ học được ra thực tế , như những ứng dụng của các linh kiện , vdotv .",1
2543,thầy thường vào lớp trễ .,0
2544,"thầy dạy dễ hiểu , hướng dẫn chi tiết .",1
2545,giảng viên đến khá trễ .,0
2546,"thầy dạy phần hai có phần hơi khó khăn trong việc điểm danh , cả khi thầy có nhầm lẫn thầy cũng không chịu nhận .",0
2547,giảng dạy còn nhiều thiết sót .,0
2548,một môn học rất hay .,1
2549,thầy tận tâm .,1
2550,"các thiết bị giảng dạy môn học có thể không đảm bảo chất lượng , nhiều thiết bị hoạt động không tốt như doubledot loa , máy chiếu .",0
2551,hướng dẫn dễ hiểu .,1
2552,"giáo viên hướng dẫn nhiệt tình , vui vẻ , dễ tính .",1
2553,"giảng dạy nhiệt tình , giờ học đúng không đi trễ về sớm .",1
2554,giảng viên nên quan tâm nhiều hơn đến mức hiểu bài của sinh viên qua mỗi giờ học bằng cách hỏi những câu hỏi liên quan ở cuối giờ qua đó cộng điểm để tạo thêm sự yêu thích môn học .,0
2555,"cô tuy còn trẻ nhưng rất tận tâm với sinh viên , khi sinh viên có vấn đề gì hỏi cô , cô đều giải thích rất kỹ , đôi khi còn nói thêm những vấn đề liên quan .",1
2556,"cô lên lớp đúng giờ , tiết học được chuẩn bị tốt , cô rất thân thiện !",1
2557,thầy dạy rất chậm rãi kết hợp với biểu đồ vẽ trên bản đồ giúp sinh viên dễ hiểu hơn .,1
2558,rất hòa đồng .,1
2559,thầy dạy hay dễ hiểu .,1
2560,giọng nói truyền cảm .,1
2561,"giảng viên giảng ít , phần lớn tự sinh viên tìm hiêu trên mạng .",0
2562,nên phân bổ thời gian hợp lý hơn .,0
2563,"bài tập nhiều , đa dạng .",1
2564,"tận tâm , nhiệt tình , thân thiện , hướng dẫn ân cần , theo sát năng lực học tập của sinh viên .",1
2565,giới thiệu những mảng mới cho sinh viên .,1
2566,"đồ án cho sinh viên làm rất mơ hồ , đa số không thể hiểu được giáo viên đang yêu cầu làm gì .",0
2567,"bởi chúng em đang đi học , phải học của nhiều môn khác nhau .",1
2568,"giảng viên nhiệt tình thân thiện , trình độ cao .",1
2569,"giảng viên nhiệt tình , vui vẻ , chịu khó .",1
2570,"thầy rất tận tâm , nhiệt tình .",1
2571,"giảng quá nhanh với phần bài tập , không nắm bắt được các dạng bài làm nó như thế nào .",0
2572,cách giảng viên liên kết nội dung bài học với những thông tin mang tính thực tế .,1
2573,"giáo trình anh văn chưa phù hợp , gây chán vì nhiều kiến thức đã biết qua rồi .",0
2574,cô dễ thương .,1
2575,"rất thân thiện , nhiệt tình , quan tâm sinh viên , dạy hay và dễ hiểu .",1
2576,"cần có những lớp training cho các bạn yếu , mất căn bản .",0
2577,"mặc dù giảng viên đã có chỉnh đốn nội dung ngay trên lớp , nhưng không có tài liệu về nhà đọc lại thì sao nắm được ?",0
2578,giảng viên có kinh nghiệm .,1
2579,không có nhiều tài liệu môn học được cung cấp cho sinh viên ngoài slide bài giảng của giảng viên .,0
2580,chất lượng kiến thức được giáo viên truyền đạt hay .,1
2581,thầy nên giảng chậm hơn để sinh viên có thể theo kịp bài và cho sinh viên copy slide bài giảng .,0
2582,"thầy dạy hay , nhiều kinh nghiệm , có phần demo trực tiếp trên visual studio giúp dễ hiểu .",1
2583,"nhiệt tình giải đáp thắc mắc của sinh viên , chu đáo , tận tâm , nội dung thực hành chuẩn bị cẩn thận và cần thiết .",1
2584,"cô nhiệt tình , dễ hiểu .",1
2585,cần có những tiết học sinh động hơn là để sinh viên ngồi một chỗ và nghe nhưng không hiểu .,0
2586,phần học trên mức độ kiến thức còn thấp so với đề thi của trường .,0
2587,cô dạy dễ hiểu .,1
2588,sự tận tâm của giảng viên .,1
2589,em thích cách dạy của thầy .,1
2590,giảng viên cần cân nhắc trong việc giao việc cho sinh viên .,0
2591,"phòng học hơi nhỏ , nên nâng cấp .",0
2592,rõ ràng .,1
2593,"cô dạy rất tâm huyết , nhiệt tình .",1
2594,"thầy dạy tốt , có nhiều kiến thức chuyên sâu , hỗ trợ rất nhiều cho sinh viên trong khâu nâng cao kiến thức chuyên môn .",1
2595,"gần gũi , hòa đồng với sinh viên .",1
2596,"cô rất nhiệt tình khi giảng dạy , kiên nhẫn với sinh viên .",1
2597,"thật sự là bài tập hơi nhiều thì tốt , nhưng có nhiều bài tương tự nhau .",0
2598,"nhiệt tình , tận tâm với sinh viện .",1
2599,cần thêm một số topic để rèn luyện thêm .,0
2600,sau khi thi kỳ thi cuối kỳ vừa rồi .,1
2601,"p fraction s doubledot phía trên là ý kiến em tổng hợp từ em và các bạn học cùng lớp này , có nhiều bạn ngại nói ra , hy vọng trường sẽ không cho giảng viên biết tên của người ghi ý kiến ạ .",1
2602,phòng học cần phù hợp với số lượng sinh viên .,0
2603,đề thi tương đối dài .,0
2604,phòng thực hành cần được chuyển qua một phòng lớn hơn .,0
2605,thầy ít cho bài tập về nhà .,0
2606,nhiệt tình giúp đỡ học sinh .,1
2607,thầy theo chế độ trọng nam khinh nữ doubledot các câu hỏi dành cho nữ nhiều hơn dành cho nam .,0
2608,trình độ giỏi .,1
2609,"thầy dạy nhiệt tình , dễ hiểu , đưa ví dụ bài tập rất thực tế .",1
2610,"giảng bài rất kỹ , và cho nhiều bài tập áp dụng .",1
2611,"giáo viên dạy dễ hiểu , dễ tiếp thu .",1
2612,"thầy dạy nhiệt tình , cho code mẫu cho các bạn tham khảo .",1
2613,"nội dung bài học , nội dung ôn tập thi giữa kỳ , cuối kỳ nên được cập nhật trên moodle .",0
2614,không thấy thầy lên lớp kể từ khi nghỉ lễ 30 fraction 4 và 1 fraction 5 xong .,0
2615,thiếu sự đa dạng về bài tập .,0
2616,thầy nên chuẩn bị trước slide lý thuyết vì mỗi buổi thầy viết lại sẽ mất nhiều thời gian .,0
2617,vui tánh .,1
2618,phân công từng nhóm lên thuyết trình .,1
2619,đọc slide có thể hiểu nội dung nhưng sau khi thầy giảng lại thì không hiểu tí gì hết .,0
2620,"thầy dạy rất tốt , cảm ơn thầy !",1
2621,tận tâm .,1
2622,"giảng viên giảng dễ tiếp thu , slide trình bày dễ hiểu , giảng viên nhiệt tình , hài hước .",1
2623,giáo viên rất nhiệt tình và tận tâm !,1
2624,giáo trình môn học chưa cập nhật .,0
2625,giảng viên giải đề các năm trước .,1
2626,giảng viên nên đưa ra nhiều ví dụ minh họa hơn .,0
2627,nên nhiều khi không hiểu thầy đang giảng gì .,0
2628,"lên lớp đúng giờ , nhiệt tình .",1
2629,"hy vọng những giờ thực hành , thay vì đưa ra bài thực hành , thầy hướng dẫn từng bước làm đồ án , môn học hay nhưng thầy truyền đạt không hiểu .",0
2630,thầy dạy quá hay !,1
2631,muốn đề thi dễ hơn .,0
2632,phương pháp dạy mới tích cực .,1
2633,"giảng viên nhiệt tình , máu lửa , phương pháp giảng dạy hiện đại .",1
2634,thầy hay nghỉ dạy nhờ giảng viên khác dạy thay do bận việc nhiều .,0
2635,"giáo viên tận tâm , giảng dạy tốt .",1
2636,"cô vui tính , tận tình .",1
2637,"cô dạy nhiệt tình , dễ hiểu .",1
